Nombre_imagen,BRISQUE_SCORE,PIQE_SCORE,NIQE_SCORE
Imagen101_11035.png,26.5096950286484,29.2069940712827,2.61559337720135
Imagen101_11050.png,26.4224680660273,29.6051340038458,2.61508725531528
Imagen101_15035.png,25.8742339224775,29.3847497352015,2.61371421225188
Imagen101_15050.png,25.6434015372719,29.5112991995413,2.60322897536067
Imagen101_2015.png,28.4431177225301,29.5475911818931,2.63476960364164
Imagen101_2025.png,29.511259245688,29.8491167049939,2.64581205607512
Imagen101_2035.png,29.9653111175507,30.0250774568078,2.65178579114279
Imagen101_2050.png,30.0865559805913,30.1645930650216,2.65607669231677
Imagen101_5035.png,28.0801211922466,29.5306018254458,2.62265127729175
Imagen101_5050.png,28.1112543454554,29.5786551527189,2.62373582554016
Imagen101_8035.png,27.1436303800448,29.5785058165331,2.61856616517661
Imagen101_8050.png,27.0848897670717,29.5387756735046,2.61693848173165
Imagen106_11035.png,24.2444188311933,14.0737130900796,2.512296913682
Imagen106_11050.png,24.1194786769539,14.071508908523,2.50474748995671
Imagen106_15035.png,24.2214179895939,13.9812004343569,2.51753618238636
Imagen106_15050.png,23.9974323622045,14.1017415021811,2.50083732811677
Imagen106_2025.png,23.2996002837962,13.9503772203468,2.57471563718112
Imagen106_2035.png,24.1866700265008,14.1498666601067,2.57723071615918
Imagen106_2050.png,24.61802908451,14.4467794904013,2.56910883545083
Imagen106_5025.png,23.9237648450484,13.5496213863413,2.52591031003189
Imagen106_5035.png,24.3180778430532,13.7891344932744,2.52144560211348
Imagen106_5050.png,24.3576411937918,14.0918189212211,2.51682829814992
Imagen106_8035.png,24.2922128593746,13.8235545399823,2.51458707078027
Imagen106_8050.png,24.2240999902697,13.8881608901034,2.5104395386416
Imagen110_11035.png,32.1891112216383,38.9768486684773,3.28635581153432
Imagen110_11050.png,33.2588393777243,38.8950460548332,3.28699864661915
Imagen110_15035.png,32.3641148675949,38.9352678842622,3.28043155137577
Imagen110_15050.png,33.5369004204183,39.1909806649299,3.28584036771582
Imagen110_2025.png,27.5175667686664,39.3641974820034,3.35329232069919
Imagen110_2035.png,29.6563218620412,39.3115471663695,3.35072290260407
Imagen110_2050.png,30.9535584725237,39.3850315459936,3.34516503163255
Imagen110_5035.png,31.1939376524318,39.0706705073151,3.30247081637239
Imagen110_5050.png,32.5574276313223,39.2338872599918,3.30125975858571
Imagen110_8025.png,29.5557841013403,38.9205093410947,3.28540226400074
Imagen110_8035.png,31.8964046005392,39.0204739392929,3.28354685945753
Imagen110_8050.png,33.0524329987796,39.0253036161153,3.2836817949466
Imagen111_15025.png,23.3856300407538,37.8021049141118,2.64773254958703
Imagen111_2025.png,21.3663639800797,36.9660508724039,2.68196267481105
Imagen111_2035.png,21.3255524623256,37.6108878504331,2.71402167294954
Imagen111_5025.png,22.3325595707432,36.9203628892238,2.64780799311824
Imagen111_8025.png,22.7781033725318,36.6868198135494,2.63233725468967
Imagen111_8035.png,22.7935091841962,37.8700522524204,2.67591605437907
Imagen111_8050.png,22.704347702832,38.5843553813024,2.68581046674048
Imagen129.png,31.4532734799055,50.0768181695328,3.23586977364315
Imagen15111035.png,1.65104045701545,11.7487178309212,2.98658030736736
Imagen15115050.png,1.49084724480054,11.8370089571274,3.04811986294047
Imagen1512035.png,6.45128437787758,9.22031992991462,3.12316598259016
Imagen1512050.png,2.28994667042348,11.9494862334394,3.01169579379392
Imagen1515035.png,1.75812156318685,11.7680570044275,2.97535551478818
Imagen1515050.png,5.57681192637936,9.48688449250332,3.1501606674186
Imagen1518035.png,5.13625313660224,9.79248051246796,3.08501936022095
Imagen1518050.png,4.86747276380625,9.85576801013442,3.07413873533385
Imagen1522050.png,18.6719444452793,7.61659721260494,3.50283395023461
Imagen1525050.png,10.0847552637576,9.41068485411827,3.00704766217929
Imagen154.png,24.4988292000569,33.3784313381768,2.36594233922289
Imagen158.png,18.5300378596381,30.143296865402,2.42995607516875
Imagen162_2035.png,43.1617777195237,40.9131114361499,5.36013174833725
Imagen162_2050.png,39.3199457270638,28.1518740249988,5.36989244177752
Imagen16_11050.png,30.9680068388996,36.8786892989164,2.72372167217485
Imagen16_15050.png,32.1045138424869,37.1734563263364,2.74305982274527
Imagen16_2050.png,26.811347751044,36.4325001328028,2.6237007871626
Imagen16_5050.png,28.5776645882713,36.45951344589,2.62453608823294
Imagen16_8050.png,29.9951453191055,36.9500725756529,2.67352346545759
Imagen172_11035.png,5.03560435372574,35.0909966988601,3.66841295579429
Imagen172_11050.png,36.7076372363841,24.9394569776577,4.23778869320957
Imagen172_15050.png,14.5849356048801,20.4873882136126,3.6824576298629
Imagen172_2035.png,26.3882005198073,29.9939663661072,2.70972466978472
Imagen172_2050.png,23.7605547525637,29.8171972487796,2.6581493453741
Imagen172_5035.png,31.2406144885153,35.2152022414465,3.05867356328731
Imagen172_5050.png,19.3206551554542,29.8123696914423,2.54782176625497
Imagen172_8035.png,29.1302604676336,40.0343142429291,3.13602168674407
Imagen172_8050.png,29.2918154346162,20.4247461763118,2.94121298668503
Imagen173_11035.png,23.303881556617,32.8873149617413,2.33031020927092
Imagen173_15035.png,9.13722883709226,28.3639928339613,3.9470557338676
Imagen173_15050.png,13.0387260537664,20.4628653916996,3.43158153403505
Imagen173_2035.png,7.43117751285993,19.1214522999121,2.93341565425216
Imagen173_2050.png,28.5596589827665,20.9383454076052,2.34840011914796
Imagen173_5035.png,24.8915200941137,22.1656031940627,2.61782261499347
Imagen173_505.png,3.39729179511168,20.2874558444329,2.6005345963054
Imagen173_5050.png,21.2399452879194,24.4658569503151,1.97849758026988
Imagen173_8035.png,5.4392433702797,27.9609788509109,3.61189536734382
Imagen173_8050.png,15.0842629968577,27.7875870891218,2.5166640730857
Imagen177_11035.png,18.3174928769336,21.8717193882838,3.19958248564947
Imagen177_15035.png,19.4938897660281,23.3113465739182,2.78312633635311
Imagen177_2050.png,27.8714658861469,25.0379901193543,2.91428722808078
Imagen177_5050.png,30.1710085701591,43.3158810713196,3.13853714002303
Imagen177_8050.png,33.0797451573108,37.3814127866286,2.72717088576218
Imagen178_11035.png,32.1829938525939,30.4782539706098,2.59120422956637
Imagen178_11050.png,16.8794349293692,37.9734484178554,3.04687073535516
Imagen178_15035.png,2.76355380802516,31.1817295326025,3.51493012845406
Imagen178_15050.png,22.9628124992245,42.6736206989477,2.48421192491278
